route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
281-872,281,"Point Talburpin - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/281,71BF5B,000000
282-872,282,"Victoria Pt - Logan Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/282,71BF5B,000000
299-945,299,"Rochedale - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/299,71BF5B,000000
300-1020,300,"Toombul - City via Hamilton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/300,71BF5B,000000
301-1020,301,"Toombul - City via Hendra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/301,71BF5B,000000
302-1020,302,"Pinkenba - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/302,71BF5B,000000
303-1020,303,"Myrtletown - Doomben",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/303,71BF5B,000000
304-1020,304,"Northsore Hamilton Loop via Doomben Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/304,71BF5B,000000
305-1020,305,"Hamilton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/305,71BF5B,000000
306-1020,306,"Nudgee/Toombul - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/306,71BF5B,000000
307-1020,307,"Northgate East - Toombul Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/307,71BF5B,000000
308-1020,308,"Toombul - Chermside Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/308,71BF5B,000000
310-1020,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
310-1108,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
311-1108,311,"Brighton - Sandgate (Community Bus 1)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/311,71BF5B,000000
312-1108,312,"Sandgate - Brighton (Community Bus 2)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/312,71BF5B,000000
313-1108,313,"Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/313,71BF5B,000000
314-1108,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/314,71BF5B,000000
320-1020,320,"Chermside - City via Wavell Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/320,71BF5B,000000
321-1020,321,"Toombul - City via Kalinga",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/321,71BF5B,000000
322-1020,322,"Chermside - City via Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/322,71BF5B,000000
325-1020,325,"Boondall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/325,71BF5B,000000
326-1108,326,"Bracken Ridge - Toombul via Sandgate, Geebung",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/326,71BF5B,000000
327-1108,327,"Strathpine - Bracken Ridge & Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/327,71BF5B,000000
329-1020,329,"Bracken Ridge - Carseldine via Lacey Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/329,71BF5B,000000
330-1020,330,"Bracken Ridge - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/330,71BF5B,000000
333-1020,333,"Chermside - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/333,71BF5B,000000
334-1020,334,"Chermside - City via Kedron",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/334,71BF5B,000000
335-1020,335,"Sandgate - City Express via Kirby Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/335,71BF5B,000000
336-1020,336,"Chermside Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/336,71BF5B,000000
337-1020,337,"Chermside Anti-Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/337,71BF5B,000000
338-1020,338,"Strathpine - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/338,71BF5B,000000
340-1020,340,"Carseldine - Woolloongabba Express via City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/340,71BF5B,000000
345-1020,345,"Aspley - City Express via Maundrell Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/345,71BF5B,000000
346-1020,346,"Aspley - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/346,71BF5B,000000
350-1020,350,"Aspley - City Express via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/350,71BF5B,000000
351-1020,351,"Aspley - City Rocket via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/351,71BF5B,000000
352-1020,352,"McDowall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/352,71BF5B,000000
353-1020,353,"Chermside - City via McDowall",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/353,71BF5B,000000
354-1020,354,"Mitchelton - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/354,71BF5B,000000
357-1020,357,"Brendale - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/357,71BF5B,000000
359-1020,359,"Eatonvale - City Express via Albany Village",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/359,71BF5B,000000
360-1020,360,"Brookside - City via Everton Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/360,71BF5B,000000
361-1020,361,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/361,71BF5B,000000
362-1020,362,"The Gap - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/362,71BF5B,000000
363-1020,363,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/363,71BF5B,000000
364-1020,364,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/364,71BF5B,000000
367-1020,367,"Upper Kedron - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/367,71BF5B,000000
369-1020,369,"Mitchelton - Toombul via Stafford",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/369,71BF5B,000000
370-1020,370,"City - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/370,71BF5B,000000
372-1020,372,"Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/372,71BF5B,000000
373-1020,373,"Ashgrove - City via Ashgrove Avenue",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/373,71BF5B,000000
375-1020,375,"Bardon - Stafford via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/375,71BF5B,000000
376-1020,376,"Stafford - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/376,71BF5B,000000
377-1020,377,"Ashgrove - City via Kennedy Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/377,71BF5B,000000
378-1020,378,"Ashgrove - City via Arthur Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/378,71BF5B,000000
379-1020,379,"Grange/Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/379,71BF5B,000000
380-1020,380,"The Gap - City via Hilder Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/380,71BF5B,000000
381-1020,381,"The Gap - City via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/381,71BF5B,000000
382-1020,382,"The Gap - City Rocket via Settlement Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/382,71BF5B,000000
383-1020,383,"The Gap - City Rocket via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/383,71BF5B,000000
385-1020,385,"The Gap - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/385,71BF5B,000000
390-1020,390,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/390,71BF5B,000000
393-1020,393,"Teneriffe Ferry - RBWH Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/393,71BF5B,000000
396-1020,396,"Mitchelton - Arana Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/396,71BF5B,000000
397-1020,397,"Ferny Grove - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/397,71BF5B,000000
398-1020,398,"Mitchelton - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/398,71BF5B,000000
399-868,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/399,71BF5B,000000
402-1020,402,"Toowong - University of Qld",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/402,71BF5B,000000
411-1020,411,"University of Qld - City via Hawken Drive",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/411,71BF5B,000000
412-1020,412,"University of Qld - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/412,71BF5B,000000
414-1020,414,"Indooroopilly - University of Qld via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/414,71BF5B,000000
415-1020,415,"Indooroopilly - City via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/415,71BF5B,000000
416-1020,416,"Duke Street - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/416,71BF5B,000000
417-1020,417,"Long Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/417,71BF5B,000000
425-1020,425,"Chapel Hill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/425,71BF5B,000000
427-1020,427,"Chapel Hill - University of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/427,71BF5B,000000
428-1020,428,"Chapel Hill - University of Qld",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/428,71BF5B,000000
430-1020,430,"Fig Tree Pocket - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/430,71BF5B,000000
431-1020,431,"Kenmore South - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/431,71BF5B,000000
432-1020,432,"Kenmore - University of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/432,71BF5B,000000
433-1020,433,"Kenmore South - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/433,71BF5B,000000
435-1020,435,"Brookfield - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/435,71BF5B,000000
444-1020,444,"Moggill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/444,71BF5B,000000
445-1020,445,"Fig Tree Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/445,71BF5B,000000
446-1020,446,"Kenmore - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/446,71BF5B,000000
450-1020,450,"Riverhills - City Express via Mt Ommaney",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/450,71BF5B,000000
451-1020,451,"Sinnamon Park - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/451,71BF5B,000000
452-1020,452,"Riverhills West - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/452,71BF5B,000000
453-1020,453,"Mt Ommaney - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/453,71BF5B,000000
454-1020,454,"Riverhills - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/454,71BF5B,000000
460-1020,460,"Heathwood - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/460,71BF5B,000000
463-1022,463,"Forest Lake Village - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/463,71BF5B,000000
467-1020,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/467,71BF5B,000000
468-1020,468,"Oxley Station - Indooroopilly",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/468,71BF5B,000000
470-1020,470,"Toowong - Teneriffe Ferry",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/470,71BF5B,000000
471-1020,471,"Mt Coot-tha Lookout - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/471,71BF5B,000000
475-1020,475,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/475,71BF5B,000000
476-1020,476,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/476,71BF5B,000000
500-1022,500,"Riverlink Shopping Centre - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/500,71BF5B,000000
502-1022,502,"Bundamba - Riverlink via Blackstone",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/502,71BF5B,000000
503-1022,503,"Bundamba - Riverlink via Eastern Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/503,71BF5B,000000
506-1022,506,"Riverlink Shopping Centre - Leichhardt & One Mile",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/506,71BF5B,000000
509-1022,509,"Yamanto - Riverlink Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/509,71BF5B,000000
512-1022,512,"Brassall - Riverlink Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/512,71BF5B,000000
514-1022,514,"Tivoli - Booval Fair",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/514,71BF5B,000000
515-1022,515,"Brassall - Yamanto & Willowbank",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/515,71BF5B,000000
522-1022,522,"Orion Springfield Central - Goodna",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/522,71BF5B,000000
524-1022,524,"Redbank Plains - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/524,71BF5B,000000
525-1022,525,"Collingwood Park - Redbank Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/525,71BF5B,000000
526-1022,526,"Redbank Station - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/526,71BF5B,000000
529-1022,529,"Toogoolawah - Ipswich",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/529,71BF5B,000000
534-947,534,"Browns Plains - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/534,71BF5B,000000
539-179,539,"Helidon - Rosewood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/539,71BF5B,000000
540-947,540,"Beaudesert - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/540,71BF5B,000000
541-947,541,"Greenbank - Browns Plains via Boronia Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/541,71BF5B,000000
542-947,542,"Browns Plains - Park Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/542,71BF5B,000000
543-947,543,"Browns Plains - Heritage Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/543,71BF5B,000000
545-947,545,"Browns Plains - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/545,71BF5B,000000
547-947,547,"Browns Plains - Woodridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/547,71BF5B,000000
550-862,550,"Springwood - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/550,71BF5B,000000
551-862,551,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/551,71BF5B,000000
552-862,552,"Kingston - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/552,71BF5B,000000
553-862,553,"Trinder Park - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/553,71BF5B,000000
554-862,554,"Garden City - Logan Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/554,71BF5B,000000
555-862,555,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/555,71BF5B,000000
560-862,560,"Browns Plains - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/560,71BF5B,000000
561-862,561,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/561,71BF5B,000000
562-862,562,"Hyperdome - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/562,71BF5B,000000
563-862,563,"Bethania Station - Logan Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/563,71BF5B,000000
564-862,564,"Loganholme - Bethania (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/564,71BF5B,000000
565-862,565,"Hyperdome - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/565,71BF5B,000000
566-862,566,"Brisbane City - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/566,71BF5B,000000
567-862,567,"Beenleigh station - Holmview loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/567,71BF5B,000000
568-862,568,"Loganholme - Bethania (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/568,71BF5B,000000
570-862,570,"Hyperdome - Cornubia (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/570,71BF5B,000000
571-862,571,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/571,71BF5B,000000
572-862,572,"Springwood - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/572,71BF5B,000000
573-862,573,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/573,71BF5B,000000
574-862,574,"Hyperdome - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/574,71BF5B,000000
575-862,575,"Brisbane City - Hyperdome via Daisy Hill",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/575,71BF5B,000000
576-862,576,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/576,71BF5B,000000
577-862,577,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/577,71BF5B,000000
578-862,578,"Springwood - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/578,71BF5B,000000
579-862,579,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/579,71BF5B,000000
582-862,582,"Slacks Creek Park 'n' Ride - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/582,71BF5B,000000
586-862,586,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/586,71BF5B,000000
590-1020,590,"Garden City - Toombul via Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/590,71BF5B,000000
598-1020,598,"Great Circle Line Anti-Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/598,71BF5B,000000
599-1020,599,"Great Circle Line Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/599,71BF5B,000000
600-884,600,"Caloundra - Maroochydore via Mooloolaba, Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/600,71BF5B,000000
602-884,602,"Caloundra - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/602,71BF5B,000000
603-884,603,"Bellvista - Corbould Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/603,71BF5B,000000
605-884,605,"Caloundra - Landsborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/605,71BF5B,000000
607-884,607,"Caloundra - University via SCUH and Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/607,71BF5B,000000
609-884,609,"Pelican Waters - Caloundra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/609,71BF5B,000000
610-884,610,"Nambour - Maroochydore via Kunda Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/610,71BF5B,000000
611-884,611,"Maroochydore - SCUH via Mooloolaba and Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/611,71BF5B,000000
612-884,612,"Nambour - Maroochydore via Bli Bli",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/612,71BF5B,000000
614-884,614,"Kawana - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/614,71BF5B,000000
615-884,615,"Maroochydore - Landsborough via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/615,71BF5B,000000
616-884,616,"Maroochydore - University via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/616,71BF5B,000000
617-884,617,"Maroochydore - Sippy Downs via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/617,71BF5B,000000
618-884,618,"Sippy Downs - Kawana via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/618,71BF5B,000000
619-884,619,"Kawana - Maroochydore via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/619,71BF5B,000000
620-884,620,"Noosa Heads - Maroochydore via Peregian Beach",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/620,71BF5B,000000
622-884,622,"Maroochydore - Noosa Junction via Airport, Coolum",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/622,71BF5B,000000
626-884,626,"Tewantin - Sunrise Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/626,71BF5B,000000
627-884,627,"Tewantin - Sunshine Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/627,71BF5B,000000
628-884,628,"Parklands - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/628,71BF5B,000000
629-884,629,"Tewantin - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/629,71BF5B,000000
630-884,630,"Noosa - Nambour via Eumundi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/630,71BF5B,000000
631-884,631,"Noosa - Nambour via Cooroy and Eumundi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/631,71BF5B,000000
632-884,632,"Noosa - Cooran via Cooroy and Pomona",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/632,71BF5B,000000
636-884,636,"Nambour - University via Buderim",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/636,71BF5B,000000
637-884,637,"Nambour local loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/637,71BF5B,000000
638-884,638,"Nambour - Palmwoods loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/638,71BF5B,000000
640-935,640,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/640,71BF5B,000000
641-935,641,"Banksia Beach - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/641,71BF5B,000000
642-935,642,"Bellara - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/642,71BF5B,000000
643-935,643,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/643,71BF5B,000000
644-935,644,"Sandstone Point - Bribie Island Park 'n' Ride",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/644,71BF5B,000000
649-1021,649,"Caboolture Station - Nambour Station (Rail Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/649,71BF5B,000000
651-854,651,"North West Caboolture - Morayfield Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/651,71BF5B,000000
651-946,651,"North West Caboolture - Morayfield Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/651,71BF5B,000000
652-946,652,"Caboolture Station - Beachmere (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/652,71BF5B,000000
653-854,653,"Caboolture Station - Morayfield Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/653,71BF5B,000000
653-946,653,"Caboolture Station - Morayfield Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/653,71BF5B,000000
654-854,654,"Morayfield Station - Caboolture Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/654,71BF5B,000000
654-946,654,"Morayfield Station - Caboolture Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/654,71BF5B,000000
655-854,655,"Caboolture Station - Hospital-TAFE-QUT (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/655,71BF5B,000000
655-946,655,"Caboolture Station - Hospital-TAFE-QUT (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/655,71BF5B,000000
656-854,656,"Morayfield Station - Upper Caboolture (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/656,71BF5B,000000
656-946,656,"Morayfield Station - Upper Caboolture (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/656,71BF5B,000000
657-946,657,"Caboolture Station - Caboolture North (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/657,71BF5B,000000
660-1021,660,"Caboolture Station - Redcliffe via Kippa-Ring",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/660,71BF5B,000000
662-1021,662,"Moreton Downs - Rothwell Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/662,71BF5B,000000
663-1021,663,"Narangba Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/663,71BF5B,000000
664-1021,664,"Burpengary Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/664,71BF5B,000000
665-1021,665,"Deception Bay - Rothwell Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/665,71BF5B,000000
667-1021,667,"Morayfield Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/667,71BF5B,000000
668-1021,668,"Narangba Station - North Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/668,71BF5B,000000
669-992,669,"Warner - Strathpine Shopping Centre via Lawnton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/669,71BF5B,000000
670-992,670,"Strathpine Shopping Centre - Warner",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/670,71BF5B,000000
671-992,671,"Strathpine Shopping Centre - Warner via Bray Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/671,71BF5B,000000
672-992,672,"Strathpine Shopping Centre - Warner Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/672,71BF5B,000000
673-992,673,"Joyner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/673,71BF5B,000000
674-992,674,"Warner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/674,71BF5B,000000
676-992,676,"Murrumba Downs - North Lakes via Kalangur Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/676,71BF5B,000000
679-992,679,"Murrumba Downs - North Lakes via Griffin",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/679,71BF5B,000000
680-1108,680,"Redcliffe - Chermside via North Lakes and Petrie",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/680,71BF5B,000000
681-1108,681,"North Lakes - Mango Hill (Morning Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/681,71BF5B,000000
682-1108,682,"North Lakes - Mango Hill (Afternoon Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/682,71BF5B,000000
683-1108,683,"Dakabin - Kallangur Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/683,71BF5B,000000
684-1108,684,"North Lakes - Kallangur East",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/684,71BF5B,000000
685-1108,685,"North Lakes - Kallangur West",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/685,71BF5B,000000
686-1108,686,"French's Forest - Petrie Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/686,71BF5B,000000
687-1108,687,"North Lakes - Mango Hill Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/687,71BF5B,000000
688-1108,688,"North Lakes (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/688,71BF5B,000000
689-1108,689,"North Lakes (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/689,71BF5B,000000
